case_unit_id,suite,user_task_id,injection_task_id,身份与官方goal_task,官方descriptor及哈希,released_runner_dispatch,selected_evaluator源码,evaluator传递闭包,state_schema,artifact_inventory,native_wiring及aggregation区分,stronger及conflict边界,逐文件完整性,official_file_count,derived_lock_inventory_count,raw_file_count,case_packet_bytes,修复前issue_codes,修复后issue_codes,总体结论,packet_path
v1.2.2:banking:user_task_15:injection_task_4,banking,user_task_15,injection_task_4,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,166078,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_banking_user_task_15_injection_task_4/case_packet.md
v1.2.2:banking:user_task_15:injection_task_5,banking,user_task_15,injection_task_5,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,166178,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_banking_user_task_15_injection_task_5/case_packet.md
v1.2.2:banking:user_task_15:injection_task_6,banking,user_task_15,injection_task_6,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,167510,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_banking_user_task_15_injection_task_6/case_packet.md
v1.2.2:banking:user_task_15:injection_task_7,banking,user_task_15,injection_task_7,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,165620,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_banking_user_task_15_injection_task_7/case_packet.md
v1.2.2:banking:user_task_15:injection_task_8,banking,user_task_15,injection_task_8,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,167112,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_banking_user_task_15_injection_task_8/case_packet.md
v1.2.2:slack:user_task_0:injection_task_2,slack,user_task_0,injection_task_2,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,184766,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_0_injection_task_2/case_packet.md
v1.2.2:slack:user_task_0:injection_task_3,slack,user_task_0,injection_task_3,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,182976,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_0_injection_task_3/case_packet.md
v1.2.2:slack:user_task_0:injection_task_4,slack,user_task_0,injection_task_4,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,183682,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_0_injection_task_4/case_packet.md
v1.2.2:slack:user_task_0:injection_task_5,slack,user_task_0,injection_task_5,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,185019,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_0_injection_task_5/case_packet.md
v1.2.2:slack:user_task_1:injection_task_2,slack,user_task_1,injection_task_2,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,185355,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_1_injection_task_2/case_packet.md
v1.2.2:slack:user_task_1:injection_task_3,slack,user_task_1,injection_task_3,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,183565,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_1_injection_task_3/case_packet.md
v1.2.2:slack:user_task_1:injection_task_4,slack,user_task_1,injection_task_4,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,184271,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_1_injection_task_4/case_packet.md
v1.2.2:slack:user_task_1:injection_task_5,slack,user_task_1,injection_task_5,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,185608,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_1_injection_task_5/case_packet.md
v1.2.2:slack:user_task_2:injection_task_1,slack,user_task_2,injection_task_1,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,18,6,24,156071,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_2_injection_task_1/case_packet.md
v1.2.2:slack:user_task_2:injection_task_2,slack,user_task_2,injection_task_2,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,18,6,24,157777,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_2_injection_task_2/case_packet.md
v1.2.2:slack:user_task_2:injection_task_3,slack,user_task_2,injection_task_3,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,18,6,24,155987,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_2_injection_task_3/case_packet.md
v1.2.2:slack:user_task_2:injection_task_4,slack,user_task_2,injection_task_4,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,18,6,24,156693,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_2_injection_task_4/case_packet.md
v1.2.2:slack:user_task_2:injection_task_5,slack,user_task_2,injection_task_5,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,18,6,24,158030,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_2_injection_task_5/case_packet.md
v1.2.2:slack:user_task_3:injection_task_2,slack,user_task_3,injection_task_2,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,185237,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_3_injection_task_2/case_packet.md
v1.2.2:slack:user_task_3:injection_task_3,slack,user_task_3,injection_task_3,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,183447,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_3_injection_task_3/case_packet.md
v1.2.2:slack:user_task_3:injection_task_4,slack,user_task_3,injection_task_4,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,184153,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_3_injection_task_4/case_packet.md
v1.2.2:slack:user_task_3:injection_task_5,slack,user_task_3,injection_task_5,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,185490,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_3_injection_task_5/case_packet.md
v1.2.2:slack:user_task_4:injection_task_2,slack,user_task_4,injection_task_2,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,20,6,26,198301,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_4_injection_task_2/case_packet.md
v1.2.2:slack:user_task_4:injection_task_3,slack,user_task_4,injection_task_3,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,20,6,26,196511,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_4_injection_task_3/case_packet.md
v1.2.2:slack:user_task_4:injection_task_4,slack,user_task_4,injection_task_4,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,20,6,26,197217,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_4_injection_task_4/case_packet.md
v1.2.2:slack:user_task_5:injection_task_1,slack,user_task_5,injection_task_1,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,20,6,26,196558,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_5_injection_task_1/case_packet.md
v1.2.2:slack:user_task_5:injection_task_2,slack,user_task_5,injection_task_2,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,20,6,26,198264,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_5_injection_task_2/case_packet.md
v1.2.2:slack:user_task_5:injection_task_3,slack,user_task_5,injection_task_3,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,20,6,26,196474,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_5_injection_task_3/case_packet.md
v1.2.2:slack:user_task_5:injection_task_4,slack,user_task_5,injection_task_4,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,20,6,26,197180,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_5_injection_task_4/case_packet.md
v1.2.2:slack:user_task_5:injection_task_5,slack,user_task_5,injection_task_5,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,20,6,26,198517,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_5_injection_task_5/case_packet.md
v1.2.2:slack:user_task_6:injection_task_1,slack,user_task_6,injection_task_1,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,183770,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_6_injection_task_1/case_packet.md
v1.2.2:slack:user_task_6:injection_task_2,slack,user_task_6,injection_task_2,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,185476,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_6_injection_task_2/case_packet.md
v1.2.2:slack:user_task_6:injection_task_3,slack,user_task_6,injection_task_3,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,183686,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_6_injection_task_3/case_packet.md
v1.2.2:slack:user_task_6:injection_task_4,slack,user_task_6,injection_task_4,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,184392,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_6_injection_task_4/case_packet.md
v1.2.2:slack:user_task_6:injection_task_5,slack,user_task_6,injection_task_5,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,185729,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_6_injection_task_5/case_packet.md
v1.2.2:slack:user_task_7:injection_task_1,slack,user_task_7,injection_task_1,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,183620,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_7_injection_task_1/case_packet.md
v1.2.2:slack:user_task_7:injection_task_2,slack,user_task_7,injection_task_2,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,19,6,25,185326,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_slack_user_task_7_injection_task_2/case_packet.md
